Table_Name,State_Code,District_Code,Area_Name,Total_Rural_Urban,Age_Group,Total_Disabled_Persons,Total_Disabled_Males,Total_Disabled_Females,Seeing_P,Seeing_M,Seeing_F,Hearing_P,Hearing_M,Hearing_F,Speech_P,Speech_M,Speech_F,Movement_P,Movement_M,Movement_F,Mental_Retardation_P,Mental_Retardation_M,Mental_Retardation_F,Mental_Illness_P,Mental_Illness_M,Mental_Illness_F,Other_Disability_P,Other_Disability_M,Other_Disability_F,Multiple_Disability_P,Multiple_Disability_M,Multiple_Disability_F
C5120ST,9,150,District-Bareilly,Rural,90+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,150,District-Bareilly,Rural,Age Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,150,District-Bareilly,Urban,Total,295,136,159,20,8,12,45,28,17,6,4,2,6,4,2,1,0,1,0,0,0,216,92,124,1,0,1
C5120ST,9,150,District-Bareilly,Urban,0-4,20,9,11,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,18,8,10,0,0,0
C5120ST,9,150,District-Bareilly,Urban,5-9,25,12,13,1,0,1,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,17,9,8,0,0,0
C5120ST,9,150,District-Bareilly,Urban,10-19,49,17,32,3,1,2,11,6,5,1,1,0,0,0,0,0,0,0,0,0,0,33,9,24,1,0,1
C5120ST,9,150,District-Bareilly,Urban,20-29,61,33,28,2,2,0,6,5,1,1,1,0,1,1,0,0,0,0,0,0,0,51,24,27,0,0,0
C5120ST,9,150,District-Bareilly,Urban,30-39,33,16,17,2,0,2,2,1,1,0,0,0,2,2,0,1,0,1,0,0,0,26,13,13,0,0,0
C5120ST,9,150,District-Bareilly,Urban,40-49,34,16,18,2,1,1,5,4,1,1,1,0,1,0,1,0,0,0,0,0,0,25,10,15,0,0,0
C5120ST,9,150,District-Bareilly,Urban,50-59,30,14,16,3,0,3,7,5,2,2,0,2,1,0,1,0,0,0,0,0,0,17,9,8,0,0,0
C5120ST,9,150,District-Bareilly,Urban,60-69,19,7,12,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,15,3,12,0,0,0
C5120ST,9,150,District-Bareilly,Urban,70-79,7,5,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,0,0,0
C5120ST,9,150,District-Bareilly,Urban,80-89,3,2,1,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,150,District-Bareilly,Urban,90+,5,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0
C5120ST,9,150,District-Bareilly,Urban,Age Not Stated,9,4,5,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0
C5120ST,9,151,District-Pilibhit,Total,Total,66,40,26,8,6,2,10,7,3,6,5,1,9,7,2,0,0,0,1,0,1,32,15,17,0,0,0
C5120ST,9,151,District-Pilibhit,Total,0-4,5,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0
C5120ST,9,151,District-Pilibhit,Total,5-9,10,5,5,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,7,2,5,0,0,0
C5120ST,9,151,District-Pilibhit,Total,10-19,21,13,8,1,0,1,2,1,1,4,3,1,4,3,1,0,0,0,1,0,1,9,6,3,0,0,0
C5120ST,9,151,District-Pilibhit,Total,20-29,9,7,2,0,0,0,3,3,0,1,1,0,2,2,0,0,0,0,0,0,0,3,1,2,0,0,0
C5120ST,9,151,District-Pilibhit,Total,30-39,6,4,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,3,2,0,0,0
C5120ST,9,151,District-Pilibhit,Total,40-49,4,2,2,1,1,0,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,151,District-Pilibhit,Total,50-59,5,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0
C5120ST,9,151,District-Pilibhit,Total,60-69,4,1,3,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
C5120ST,9,151,District-Pilibhit,Total,70-79,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,151,District-Pilibhit,Total,80-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,151,District-Pilibhit,Total,90+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,151,District-Pilibhit,Total,Age Not Stated,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,151,District-Pilibhit,Rural,Total,65,39,26,8,6,2,10,7,3,5,4,1,9,7,2,0,0,0,1,0,1,32,15,17,0,0,0
C5120ST,9,151,District-Pilibhit,Rural,0-4,5,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0
C5120ST,9,151,District-Pilibhit,Rural,5-9,10,5,5,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,7,2,5,0,0,0
C5120ST,9,151,District-Pilibhit,Rural,10-19,20,12,8,1,0,1,2,1,1,3,2,1,4,3,1,0,0,0,1,0,1,9,6,3,0,0,0
C5120ST,9,151,District-Pilibhit,Rural,20-29,9,7,2,0,0,0,3,3,0,1,1,0,2,2,0,0,0,0,0,0,0,3,1,2,0,0,0
C5120ST,9,151,District-Pilibhit,Rural,30-39,6,4,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,3,2,0,0,0
C5120ST,9,151,District-Pilibhit,Rural,40-49,4,2,2,1,1,0,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,151,District-Pilibhit,Rural,50-59,5,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0
C5120ST,9,151,District-Pilibhit,Rural,60-69,4,1,3,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
C5120ST,9,151,District-Pilibhit,Rural,70-79,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,151,District-Pilibhit,Rural,80-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,151,District-Pilibhit,Rural,90+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,151,District-Pilibhit,Rural,Age Not Stated,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,151,District-Pilibhit,Urban,Total,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,151,District-Pilibhit,Urban,0-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,151,District-Pilibhit,Urban,5-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,151,District-Pilibhit,Urban,10-19,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,151,District-Pilibhit,Urban,20-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,151,District-Pilibhit,Urban,30-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,151,District-Pilibhit,Urban,40-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,151,District-Pilibhit,Urban,50-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,151,District-Pilibhit,Urban,60-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,151,District-Pilibhit,Urban,70-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,151,District-Pilibhit,Urban,80-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,151,District-Pilibhit,Urban,90+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,151,District-Pilibhit,Urban,Age Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,152,District-Shahjahanpur,Total,Total,8,4,4,2,2,0,4,1,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
C5120ST,9,152,District-Shahjahanpur,Total,0-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,152,District-Shahjahanpur,Total,5-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,152,District-Shahjahanpur,Total,10-19,4,2,2,0,0,0,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
C5120ST,9,152,District-Shahjahanpur,Total,20-29,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,152,District-Shahjahanpur,Total,30-39,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,152,District-Shahjahanpur,Total,40-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,152,District-Shahjahanpur,Total,50-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,152,District-Shahjahanpur,Total,60-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,152,District-Shahjahanpur,Total,70-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,152,District-Shahjahanpur,Total,80-89,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,152,District-Shahjahanpur,Total,90+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,152,District-Shahjahanpur,Total,Age Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,152,District-Shahjahanpur,Rural,Total,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
C5120ST,9,152,District-Shahjahanpur,Rural,0-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,152,District-Shahjahanpur,Rural,5-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,152,District-Shahjahanpur,Rural,10-19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
C5120ST,9,152,District-Shahjahanpur,Rural,20-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,152,District-Shahjahanpur,Rural,30-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,152,District-Shahjahanpur,Rural,40-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,152,District-Shahjahanpur,Rural,50-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,152,District-Shahjahanpur,Rural,60-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,152,District-Shahjahanpur,Rural,70-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,152,District-Shahjahanpur,Rural,80-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,152,District-Shahjahanpur,Rural,90+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,152,District-Shahjahanpur,Rural,Age Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,152,District-Shahjahanpur,Urban,Total,7,3,4,2,2,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
C5120ST,9,152,District-Shahjahanpur,Urban,0-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,152,District-Shahjahanpur,Urban,5-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,152,District-Shahjahanpur,Urban,10-19,3,1,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
C5120ST,9,152,District-Shahjahanpur,Urban,20-29,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,152,District-Shahjahanpur,Urban,30-39,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,152,District-Shahjahanpur,Urban,40-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,152,District-Shahjahanpur,Urban,50-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,152,District-Shahjahanpur,Urban,60-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,152,District-Shahjahanpur,Urban,70-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,152,District-Shahjahanpur,Urban,80-89,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,152,District-Shahjahanpur,Urban,90+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,152,District-Shahjahanpur,Urban,Age Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,153,District-Kheri,Total,Total,734,402,332,92,55,37,148,86,62,52,35,17,160,104,56,42,19,23,15,6,9,163,69,94,62,28,34
C5120ST,9,153,District-Kheri,Total,0-4,41,16,25,1,1,0,13,5,8,2,2,0,2,0,2,1,0,1,0,0,0,20,6,14,2,2,0
C5120ST,9,153,District-Kheri,Total,5-9,72,36,36,8,3,5,13,10,3,9,7,2,10,7,3,4,1,3,1,0,1,17,5,12,10,3,7
C5120ST,9,153,District-Kheri,Total,10-19,192,99,93,12,10,2,40,23,17,12,6,6,51,30,21,14,5,9,2,0,2,44,16,28,17,9,8
C5120ST,9,153,District-Kheri,Total,20-29,90,51,39,6,1,5,17,9,8,7,4,3,19,14,5,10,9,1,3,2,1,23,8,15,5,4,1
C5120ST,9,153,District-Kheri,Total,30-39,87,66,21,5,3,2,19,14,5,9,8,1,22,20,2,5,2,3,2,1,1,22,16,6,3,2,1
C5120ST,9,153,District-Kheri,Total,40-49,58,33,25,8,6,2,15,10,5,4,2,2,11,9,2,3,0,3,0,0,0,11,4,7,6,2,4
C5120ST,9,153,District-Kheri,Total,50-59,50,26,24,13,5,8,7,3,4,5,4,1,11,6,5,0,0,0,3,1,2,10,7,3,1,0,1
C5120ST,9,153,District-Kheri,Total,60-69,61,36,25,13,10,3,9,5,4,2,1,1,16,12,4,4,2,2,0,0,0,10,4,6,7,2,5
C5120ST,9,153,District-Kheri,Total,70-79,39,18,21,10,6,4,11,6,5,0,0,0,10,3,7,1,0,1,1,0,1,1,0,1,5,3,2
C5120ST,9,153,District-Kheri,Total,80-89,23,10,13,9,5,4,2,0,2,0,0,0,5,1,4,0,0,0,1,1,0,3,2,1,3,1,2
C5120ST,9,153,District-Kheri,Total,90+,11,4,7,3,2,1,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,1,0,1,3,0,3
C5120ST,9,153,District-Kheri,Total,Age Not Stated,10,7,3,4,3,1,0,0,0,2,1,1,1,1,0,0,0,0,2,1,1,1,1,0,0,0,0
C5120ST,9,153,District-Kheri,Rural,Total,724,395,329,92,55,37,145,84,61,51,34,17,158,102,56,42,19,23,14,6,8,161,68,93,61,27,34
C5120ST,9,153,District-Kheri,Rural,0-4,40,16,24,1,1,0,12,5,7,2,2,0,2,0,2,1,0,1,0,0,0,20,6,14,2,2,0
C5120ST,9,153,District-Kheri,Rural,5-9,72,36,36,8,3,5,13,10,3,9,7,2,10,7,3,4,1,3,1,0,1,17,5,12,10,3,7
C5120ST,9,153,District-Kheri,Rural,10-19,187,95,92,12,10,2,38,21,17,11,5,6,51,30,21,14,5,9,2,0,2,42,15,27,17,9,8
C5120ST,9,153,District-Kheri,Rural,20-29,90,51,39,6,1,5,17,9,8,7,4,3,19,14,5,10,9,1,3,2,1,23,8,15,5,4,1
C5120ST,9,153,District-Kheri,Rural,30-39,85,64,21,5,3,2,19,14,5,9,8,1,21,19,2,5,2,3,2,1,1,22,16,6,2,1,1
C5120ST,9,153,District-Kheri,Rural,40-49,58,33,25,8,6,2,15,10,5,4,2,2,11,9,2,3,0,3,0,0,0,11,4,7,6,2,4
C5120ST,9,153,District-Kheri,Rural,50-59,49,26,23,13,5,8,7,3,4,5,4,1,11,6,5,0,0,0,2,1,1,10,7,3,1,0,1
C5120ST,9,153,District-Kheri,Rural,60-69,60,35,25,13,10,3,9,5,4,2,1,1,15,11,4,4,2,2,0,0,0,10,4,6,7,2,5
C5120ST,9,153,District-Kheri,Rural,70-79,39,18,21,10,6,4,11,6,5,0,0,0,10,3,7,1,0,1,1,0,1,1,0,1,5,3,2
C5120ST,9,153,District-Kheri,Rural,80-89,23,10,13,9,5,4,2,0,2,0,0,0,5,1,4,0,0,0,1,1,0,3,2,1,3,1,2
C5120ST,9,153,District-Kheri,Rural,90+,11,4,7,3,2,1,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,1,0,1,3,0,3
C5120ST,9,153,District-Kheri,Rural,Age Not Stated,10,7,3,4,3,1,0,0,0,2,1,1,1,1,0,0,0,0,2,1,1,1,1,0,0,0,0
C5120ST,9,153,District-Kheri,Urban,Total,10,7,3,0,0,0,3,2,1,1,1,0,2,2,0,0,0,0,1,0,1,2,1,1,1,1,0
C5120ST,9,153,District-Kheri,Urban,0-4,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,153,District-Kheri,Urban,5-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,153,District-Kheri,Urban,10-19,5,4,1,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0
C5120ST,9,153,District-Kheri,Urban,20-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,153,District-Kheri,Urban,30-39,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
C5120ST,9,153,District-Kheri,Urban,40-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,153,District-Kheri,Urban,50-59,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
C5120ST,9,153,District-Kheri,Urban,60-69,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,153,District-Kheri,Urban,70-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,153,District-Kheri,Urban,80-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,153,District-Kheri,Urban,90+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,153,District-Kheri,Urban,Age Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,154,District-Sitapur,Total,Total,31,18,13,2,1,1,9,7,2,0,0,0,5,5,0,0,0,0,1,1,0,12,3,9,2,1,1
C5120ST,9,154,District-Sitapur,Total,0-4,3,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
C5120ST,9,154,District-Sitapur,Total,5-9,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
C5120ST,9,154,District-Sitapur,Total,10-19,5,3,2,1,0,1,2,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
C5120ST,9,154,District-Sitapur,Total,20-29,10,4,6,0,0,0,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,6,1,5,1,1,0
C5120ST,9,154,District-Sitapur,Total,30-39,4,4,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,154,District-Sitapur,Total,40-49,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
C5120ST,9,154,District-Sitapur,Total,50-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,154,District-Sitapur,Total,60-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,154,District-Sitapur,Total,70-79,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
C5120ST,9,154,District-Sitapur,Total,80-89,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,154,District-Sitapur,Total,90+,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
C5120ST,9,154,District-Sitapur,Total,Age Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,154,District-Sitapur,Rural,Total,23,11,12,2,1,1,8,6,2,0,0,0,1,1,0,0,0,0,1,1,0,10,2,8,1,0,1
C5120ST,9,154,District-Sitapur,Rural,0-4,3,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
C5120ST,9,154,District-Sitapur,Rural,5-9,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,154,District-Sitapur,Rural,10-19,3,1,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
C5120ST,9,154,District-Sitapur,Rural,20-29,8,2,6,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5,0,0,0
C5120ST,9,154,District-Sitapur,Rural,30-39,3,3,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,154,District-Sitapur,Rural,40-49,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
C5120ST,9,154,District-Sitapur,Rural,50-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,154,District-Sitapur,Rural,60-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,154,District-Sitapur,Rural,70-79,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
C5120ST,9,154,District-Sitapur,Rural,80-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,154,District-Sitapur,Rural,90+,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
C5120ST,9,154,District-Sitapur,Rural,Age Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,154,District-Sitapur,Urban,Total,8,7,1,0,0,0,1,1,0,0,0,0,4,4,0,0,0,0,0,0,0,2,1,1,1,1,0
C5120ST,9,154,District-Sitapur,Urban,0-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,154,District-Sitapur,Urban,5-9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
C5120ST,9,154,District-Sitapur,Urban,10-19,2,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,154,District-Sitapur,Urban,20-29,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
C5120ST,9,154,District-Sitapur,Urban,30-39,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,154,District-Sitapur,Urban,40-49,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
C5120ST,9,154,District-Sitapur,Urban,50-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,154,District-Sitapur,Urban,60-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,154,District-Sitapur,Urban,70-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,154,District-Sitapur,Urban,80-89,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,9,154,District-Sitapur,Urban,90+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
